id_Ticker,Name,Weight,Shares,Price,id_sector,id_country,"Revenue:Q","Total Return:M-6"
64,Honeywell International Inc,0.204158,679.013,186.74,5,11,8952999936,-5.764151204
65,Elevance Health Inc,0.20188,239.576,523.36,8,11,39938998272,-1.748872936
66,BHP Group Ltd,0.200796,5060.891,39.06,1,19,,-3.303903354
67,Netflix Inc,0.199971,437.751,283.72,3,11,7925588992,32.69636408
68,Saudi Arabian Oil Co,0.19994,12787.071,36.5,6,24,5.62068E+11,-6.277368397
69,CVS Health Corp,0.199114,1307.258,94.6,8,11,80636002304,-10.79008025
70,AT&T Inc,0.199075,7093.639,17.43,3,11,30043000832,-12.70651973
71,United Parcel Service Inc,0.198473,734.088,167.92,5,11,24765999104,-10.90995147
72,Lockheed Martin Corp,0.197172,264.979,462.15,5,11,16583000064,4.780327324
73,Union Pacific Corp,0.194866,622.862,194.31,5,11,6566000128,-21.13367001
74,International Business Machines Corp,0.191389,901.956,131.79,4,11,14106999808,-4.77649597
75,Lowe's Cos Inc,0.191094,636.009,186.61,10,11,27476000768,-10.07120761
76,Alibaba Group Holding Ltd,0.183848,14539.157,61.65,10,13,2.05555E+11,-28.85170174
77,Intuit Inc,0.182467,274.32,413.12,4,11,2414000128,-10.08917054
78,Goldman Sachs Group Inc/The,0.181175,341.751,329.26,2,11,18481999872,-1.421661704
79,Intel Corp,0.180078,4087.101,27.365,4,11,15320999936,-42.17046291
80,Toronto-Dominion Bank/The,0.179298,1761.902,86.64,2,15,14663000064,-6.918047776
81,Medtronic PLC,0.178896,1326.993,83.73,8,26,7370999808,-25.20888533
82,NIKE Inc,0.178566,1261.281,87.93,10,11,12686999552,-34.31338839
83,Unilever PLC,0.178287,2501.246,3921.5,7,14,15809999872,14.39007238
84,Oracle Corp,0.175613,1512.552,72.11,4,11,11445000192,-7.650388251
85,Deere & Co,0.174843,281.494,385.77,5,11,14101999616,-9.092772359
86,Commonwealth Bank of Australia,0.173239,1697.34,100.48,2,19,,-2.630606741
87,Charles Schwab Corp/The,0.173181,1521.14,70.71,2,11,5930999808,-3.438818526
88,Morgan Stanley,0.17295,1356.27,79.2,2,11,16577000448,-9.311349527
89,HSBC Holdings PLC,0.172601,19986.959,475.1,2,14,12771999744,-9.757272008
90,S&P Global Inc,0.164342,339.16,300.95,2,11,2992999936,-23.92653697
91,Caterpillar Inc,0.163625,532.318,190.91,5,11,14247000064,-16.71813165
92,Automatic Data Processing Inc,0.158064,415.415,236.32,4,11,4127600128,2.036427225
93,Cigna Corp,0.155723,316.037,306.03,8,11,45480001536,14.81615804
94,PayPal Holdings Inc,0.153691,1152.417,82.83,4,11,6806000128,-6.107381422
95,Prologis Inc,0.153429,919.721,103.61,9,11,1750892032,-38.83081298
96,Advanced Micro Devices Inc,0.1524,1613.456,58.665,4,11,6550000128,-34.5353359
97,Starbucks Corp,0.151413,1122.668,83.765,10,11,8150099968,13.64257026
98,Diageo PLC,0.14938,2277.473,3608.5,7,14,,-7.587284782
99,BP PLC,0.147808,17301.656,470,6,14,67866001408,17.83332704
100,AIA Group Ltd,0.146414,11957.037,59.7,2,28,,-22.21978417
101,SAP SE,0.145131,999.35,91.34,4,20,7517000192,-3.862329178
102,Sanofi,0.141091,1079.688,82.19,8,17,10741999616,-17.83357406
103,T-Mobile US Inc,0.140978,629.651,139.06,3,11,19701000192,3.300530211
104,Reliance Industries Ltd,0.13969,2898.902,2479.8501,6,18,2.30055E+12,-9.830166007
105,American Tower Corp,0.139569,464.221,186.73,9,11,2674299904,-28.72330864
106,Siemens AG,0.139537,799,109.84,5,20,17866999808,-11.13129306
107,Gilead Sciences Inc,0.138934,1253.572,68.835,8,11,6259999744,8.886494888
108,British American Tobacco PLC,0.138401,2253.069,3379.5,7,14,3417999872,2.577549352
109,BlackRock Inc,0.137354,139.509,611.49,2,11,4311000064,-11.0679768
110,Al Rajhi Bank,0.136342,3612.578,88.1,2,24,8060986880,-21.95773353
111,Boeing Co/The,0.135446,592.92,141.88,5,11,16680999936,-21.93127611
112,Citigroup Inc,0.133847,1876.53,44.3,2,11,25863999488,-14.17872597
113,CSL Ltd,0.132992,479.499,273.05,8,19,,1.408748581
114,Altria Group Inc,0.131893,1807.919,45.31,7,11,5374000128,-17.98071519
115,Chubb Ltd,0.1287,393.876,202.94,2,16,9941000192,-5.679674433
116,General Electric Co,0.128681,1085.305,73.64,5,11,18645999616,-20.41216198
117,Sony Group Corp,0.12845,1234.266,9614,10,12,2.31149E+12,-14.45841077
118,Mondelez International Inc,0.128112,1364.335,58.32,7,11,7273999872,-11.80846533
119,EOG Resources Inc,0.127091,583.833,135.2,6,11,6573000192,17.52535702
120,Vertex Pharmaceuticals Inc,0.126628,255.163,308.22,8,11,2196199936,6.492495509
121,Intuitive Surgical Inc,0.12572,355.568,219.6,8,11,1557400064,-25.82747732
122,Marsh & McLennan Cos Inc,0.125172,497.359,156.31,2,11,4769999872,-12.65174658
123,American Express Co,0.125096,549.393,141.42,2,11,14352000000,-24.0434463
124,Enbridge Inc,0.123421,2021.118,51.99,6,15,13214999552,-8.591858367
125,Regeneron Pharmaceuticals Inc,0.123262,104.622,731.74,8,11,2857200128,1.104642047
126,Canadian National Railway Co,0.121475,663.766,155.81,5,15,4344000000,-2.97018325
127,L'Oreal SA,0.12097,240.698,316.1,7,17,9575199744,-12.88044876
128,Analog Devices Inc,0.120753,517.921,144.805,4,11,3109880064,-6.763247282
129,Target Corp,0.120283,462.261,161.61,10,11,26037000192,-35.20021073
130,TJX Cos Inc/The,0.120061,1092.734,68.24,10,11,11843008512,3.565103553
131,HDFC Bank Ltd,0.119365,4204.429,1461.05,2,18,4.91821E+11,9.124344357
132,Northrop Grumman Corp,0.118977,139.772,528.68,5,11,8801000448,18.71719191
133,Stryker Corp,0.118339,332.225,221.23,8,11,4493000192,-18.59728347
134,ServiceNow Inc,0.117984,199.962,366.46,4,11,1752000000,-26.64388643
135,Schlumberger NV,0.117499,1411.267,51.71,6,11,7477000192,25.06511541
136,Booking Holdings Inc,0.11724,40.499,1797.97,10,11,4294000128,-18.60073668
137,Applied Materials Inc,0.117152,866.721,83.95,4,11,6520000000,-28.40424423
138,Kweichow Moutai Co Ltd,0.117061,351.73544,1501.28,7,13,30342361088,-14.42796822
139,Progressive Corp/The,0.115905,583.124,123.45,2,11,12774400000,8.522853285
140,Schneider Electric SE,0.112796,555.985,127.6,5,17,8511000064,-12.96234938
141,Allianz SE,0.111272,396.11,176.68,2,20,26777999360,-16.93130379
142,ICICI Bank Ltd,0.110367,6131.75,926.3,2,18,4.51782E+11,24.1506418
143,Duke Energy Corp,0.109771,768.974,88.66,11,11,6685000192,-21.85357392
144,Southern Co/The,0.108759,1053.137,64.14,11,11,7206000128,-14.12222452
145,3M Co,0.108459,569.129,118.36,5,11,8702000128,-21.45672058
146,Waste Management Inc,0.107939,412.601,162.48,5,11,5026999808,-0.047911951
147,Canadian Natural Resources Ltd,0.106755,1124.168,80.85,6,15,11468000256,0.348623127
148,PNC Financial Services Group Inc/The,0.106444,410.853,160.91,2,11,6206000128,-10.21235043
149,Canadian Pacific Railway Ltd,0.106367,929.664,97.41,5,15,2201999872,-0.510021385
150,Humana Inc,0.105284,124.935,523.395,8,11,23662000128,12.34835092
151,Meituan,0.104402,4220.608,120.6,10,13,50938363904,-14.71003983
152,Zoetis Inc,0.103857,429.54,150.17,8,11,2052000000,-20.15945178
153,Air Liquide SA,0.103121,522.122,124.22,1,17,7320000000,-15.99900443
154,Becton Dickinson and Co,0.103081,284.389,225.12,8,11,4640999936,-15.01656539
155,GSK PLC,0.102544,4066.282,1387.4,8,14,6928999936,-19.55176675
156,National Australia Bank Ltd,0.102099,3177.792,31.63,2,19,,-2.27428518
157,Zurich Insurance Group AG,0.100831,150.196,417.2,2,16,,-9.651056287
158,Pioneer Natural Resources Co,0.099762,229.389,270.11,6,11,6940000256,15.61122839
159,CME Group Inc,0.099308,357.039,172.75,2,11,1237200000,-24.8173049
160,Micron Technology Inc,0.099132,1100.533,55.945,4,11,6642999808,-20.64148994
161,Keyence Corp,0.099011,187.162,48870,4,12,1.92007E+11,-8.369150438
162,CSX Corp,0.097848,2135.343,28.46,5,11,3895000064,-23.65520808
163,Blackstone Inc,0.096356,699.207,85.59,2,11,1058113984,-22.20119406
164,Marathon Petroleum Corp,0.096281,538.678,111.01,6,11,53795000320,27.01667744
165,Colgate-Palmolive Co,0.09617,836.197,71.43,7,11,4483999744,-11.82046373
166,Airbus SE,0.095174,583.772,102.54,5,17,12810000384,-7.003316171
167,Infosys Ltd,0.09501,3221.326,1517.85,4,18,3.6538E+11,-3.222720522
168,Glencore PLC,0.094871,10399.308,501.9,1,16,,7.359070613
169,Nippon Telegraph & Telephone Corp,0.09481,2194.024,3992,3,12,3.06887E+12,7.450679911
170,Bank of Montreal,0.094461,650.615,123.61,2,15,8846999552,-14.3297892
171,General Dynamics Corp,0.094417,239.467,244.88,5,11,9189000192,1.362315791
172,Deutsche Telekom AG,0.09438,3242.678,18.306,3,20,28167000064,4.6315549
173,Boston Scientific Corp,0.093829,1425.533,40.88,8,11,3244000000,-12.39473442
174,Iberdrola SA,0.093399,6067.285,9.682,11,30,12280000512,-6.882063419
175,Fiserv Inc,0.092488,590.428,97.29,4,11,4449999872,-4.633285158
176,Aon PLC,0.092217,202.204,283.25,2,11,2983000064,-15.6706218
177,Rio Tinto PLC,0.09209,1066.618,4750,1,14,,-12.51307884
178,Truist Financial Corp,0.090881,1322.818,42.67,2,11,6471000064,-18.69850478
179,Eaton Corp PLC,0.090613,397.248,141.67,5,11,5212000256,-6.04491608
180,AXA SA,0.089554,2267.99,24.835,2,17,,-4.514778884
181,Dollar General Corp,0.089379,226.301,245.3,10,11,9425713152,-6.01581729
182,Daiichi Sankyo Co Ltd,0.089137,1890.372,4356,8,12,2.80317E+11,48.65958981
183,Vale SA,0.088606,4003.9,72.6,1,27,54974001152,-8.754520899
184,US Bancorp,0.088497,1332.784,41.24,2,11,7197000192,-21.35977726
185,Illinois Tool Works Inc,0.087439,272.79,199.08,5,11,4011000064,-4.775496783
186,Air Products and Chemicals Inc,0.086795,220.993,243.93,1,11,3189299968,-2.601597173
187,Bank of Nova Scotia/The,0.086644,1138.03,64.82,2,15,12007999488,-22.7354235
188,Mitsubishi UFJ Financial Group Inc,0.086005,11264.963,705.3,2,12,1.39002E+12,-4.958434267
189,Dominion Energy Inc,0.085787,808.753,65.88,11,11,3596000000,-23.06260897
190,McKesson Corp,0.085718,140.518,378.87,8,11,67154001920,12.1484802
191,Crown Castle Inc,0.085186,430.775,122.82,9,11,1746000000,-35.9257898
192,Edwards Lifesciences Corp,0.084833,616.454,85.47,8,11,1373900032,-32.4814926
193,Westpac Banking Corp,0.084722,3494.186,23.87,2,19,,1.160380374
194,Valero Energy Corp,0.08407,406.562,128.43,6,11,51640999936,23.86824575
195,BNP Paribas SA,0.083944,1124.18,46.965,2,17,12780999680,-5.256065425
196,China Construction Bank Corp,0.083909,92764.797,4.41,2,13,3.35695E+11,-16.16727929
197,Intercontinental Exchange Inc,0.083743,552.665,94.11,2,11,1814000000,-22.30404183
198,Activision Blizzard Inc,0.082999,710.927,72.51,3,11,1644000000,-7.845376834
199,Occidental Petroleum Corp,0.082575,721.42,71.09,6,11,10675999744,20.85068343
200,Lam Research Corp,0.081634,136.536,371.34,4,11,5074121216,-20.75958954
201,Sherwin-Williams Co/The,0.081465,237.186,213.32,1,11,5872300032,-17.01333374
202,International Holding Co PJSC,0.080934,478.314,386,5,37,11432870912,76.02739726
203,Archer-Daniels-Midland Co,0.080639,557.043,89.91,7,11,27284000768,-5.766762347
204,Norfolk Southern Corp,0.08056,234.617,213.26,5,11,3249999872,-22.14182729
205,Vinci SA,0.08049,571.192,88.63,5,17,15932999680,-6.784445622
206,Brookfield Asset Management Inc,0.080383,1317.361,51.95,2,15,23256000512,-23.33501507
207,O'Reilly Automotive Inc,0.079973,64.975,764.445,10,11,3670736896,2.18636028
208,Uber Technologies Inc,0.079762,1811.285,27.35,5,11,8072999936,-11.55302971
209,Emerson Electric Co,0.079557,589.147,83.87,5,11,5005000192,-12.96648291
210,Saudi National Bank/The,0.079286,2808.494,65.9,2,24,9793971200,-8.618332766
211,UBS Group AG,0.079144,3249.737,15.135,2,16,10437000192,-13.32154559
212,Devon Energy Corp,0.07907,654.611,75.02,6,11,5625999872,26.36718414
213,RELX PLC,0.078902,1919.047,2262,5,14,,-5.284266199
214,Ford Motor Co,0.078494,3939.514,12.375,10,11,40190001152,-21.08921
215,Mercedes-Benz Group AG,0.078326,842.969,58.44,10,20,36439998464,-4.638148498
216,Equinix Inc,0.077965,90.73,533.7,9,11,1817154048,-28.79099205
217,Phillips 66,0.077751,479.635,100.68,6,11,48576999424,19.34157259
218,Reckitt Benckiser Group PLC,0.077362,715.321,5950,7,14,3464000000,-1.153260438
219,L3Harris Technologies Inc,0.077272,192.061,249.88,5,11,4135000064,1.415332574
220,EssilorLuxottica SA,0.07723,303.495,160.05,8,17,6393999872,-9.155145935
221,Housing Development Finance Corp Ltd,0.077051,1657.029,2393,2,18,2.31834E+11,9.849374352
222,Bayer AG,0.076899,948.345,51,8,20,12819000320,-21.28977549
223,Fidelity National Information Services Inc,0.075632,602.309,77.99,4,11,3719000064,-23.66441037
224,General Motors Co,0.075546,1325.061,35.41,10,11,35759001600,-13.82829581
225,Palo Alto Networks Inc,0.075327,292.164,160.13,4,11,1550499968,-17.8902012
226,Snowflake Inc,0.075022,267.802,173.99,4,11,497248000,1.119108554
227,Suncor Energy Inc,0.074751,1394.126,45.65,6,15,16135000064,10.88112062
228,AutoZone Inc,0.074598,19.397,2388.5901,10,11,5348355072,3.032269095
229,HCA Healthcare Inc,0.074274,223.272,206.61,8,11,14970999808,-26.59042005
230,Nintendo Co Ltd,0.074269,1143.49,6000,3,12,3.0746E+11,-5.541561713
231,General Mills Inc,0.074242,595.279,77.46,7,11,4717599744,6.776631222
232,Moderna Inc,0.07406,347.28,132.45,8,11,4749000192,-11.19722677
233,Synopsys Inc,0.073818,152.074,301.48,4,11,1247766016,0.338409475
234,Corteva Inc,0.073298,718.156,63.39,1,11,6252000256,4.965578777
235,Cie Financiere Richemont SA,0.07329,452.523,100.65,10,16,5264000000,-13.93383234
236,Freeport-McMoRan Inc,0.07318,1440.151,31.56,1,11,5002999808,-27.9508171
237,Sempra Energy,0.072606,314.182,143.53,11,11,3547000064,-15.28211638
238,Banco Santander SA,0.072094,16646.059,2.724,2,30,20559998976,-16.16901278
239,Public Storage,0.071567,151.621,293.16,9,11,1032044992,-25.25248085
240,Marriott International Inc/MD,0.071374,287.665,154.1,10,11,5337999872,-16.3551316
241,Autodesk Inc,0.071317,216.796,204.31,4,11,1236999936,3.20811477
242,American Electric Power Co Inc,0.070876,513.232,85.77,11,11,4639699968,-14.83616481
243,KLA Corp,0.070597,148.542,295.18,4,11,2486738944,-12.93451313
244,Nutrien Ltd,0.070305,549.193,108.99,1,15,14506000384,-15.77494743
245,ABB Ltd,0.070293,1594.879,27.39,5,16,7406000128,-11.1125276
246,Cadence Design Systems Inc,0.069741,270.467,160.15,4,11,857521024,4.267085277
247,Hermes International,0.069582,33.873,1292,10,17,3136000000,4.430702664
248,Centene Corp,0.06951,567.9,76.02,8,11,35936002048,-15.92668311
249,KDDI Corp,0.069453,1502.946,4269,3,12,1.35168E+12,1.512496856
250,Australia & New Zealand Banking Group Ltd,0.069049,2656.372,25.59,2,19,,-4.580237908
251,American International Group Inc,0.069026,790.54,54.23,2,11,14440999936,-14.63041758
252,Amphenol Corp,0.068706,593.413,71.91,4,11,3136800000,0.493853751
253,Woodside Energy Group Ltd,0.068674,1898.566,35.61,6,19,5857999872,16.63749776
254,MetLife Inc,0.068366,612.711,69.3,2,11,15555999744,-3.432215949
255,Travelers Cos Inc/The,0.068105,236.239,179.05,2,11,9303000064,1.093352102
256,BASF SE,0.068044,918.479,46.595,1,20,22973999104,-7.129086076
257,JD.com Inc,0.067895,2334.418,141.8,10,13,2.676E+11,-30.27402302
258,Estee Lauder Cos Inc/The,0.067582,213.109,196.96,7,11,3560999936,-25.4448337
259,TC Energy Corp,0.067313,978.303,58.58,6,15,3636999936,-17.37609541
260,Recruit Holdings Co Ltd,0.067301,1385.618,4487,5,12,8.43175E+11,-7.756100607
261,SoftBank Group Corp,0.066832,1076.908,5733,3,12,1.57203E+12,6.414150386
262,DBS Group Holdings Ltd,0.066372,1809.38,32.39,2,32,3940999936,-0.824163887
263,Shin-Etsu Chemical Co Ltd,0.066007,401.296,15195,1,12,6.56707E+11,-13.17248484
264,Chipotle Mexican Grill Inc,0.066005,26.44,1550.48,10,11,2213338880,1.887434914
265,Safran SA,0.065894,378.558,109.48,5,17,4604000256,-0.692706703
266,Sysco Corp,0.065838,504.202,81.1,7,11,18957258752,-9.681870538
267,Hitachi Ltd,0.065162,938.232,6416,5,12,2.56982E+12,5.508962342
268,Airbnb Inc,0.064503,346.196,115.72,10,11,2104107008,-24.03901326
269,Biogen Inc,0.063591,144.148,273.99,8,11,2589100032,22.53433961
270,Roper Technologies Inc,0.063498,105.4,374.17,4,11,1310800000,-20.74959243
271,MercadoLibre Inc,0.063448,48.157,818.29,10,50,2596999936,-16.67734872
272,Agilent Technologies Inc,0.0634,297.564,132.33,8,11,1718000000,4.018675862
273,Cheniere Energy Inc,0.063168,228.056,172.03,6,11,8007000064,29.31285757
274,Tokyo Electron Ltd,0.063155,148.986,39160,4,12,4.73654E+11,-27.98334235
275,Daikin Industries Ltd,0.062833,265.351,21875,5,12,9.67755E+11,6.995448395
276,Motorola Solutions Inc,0.062737,166.575,233.92,4,11,2140000000,-2.116264926
277,Kimberly-Clark Corp,0.062568,337.093,115.28,7,11,5063000064,-9.398866103
278,Moody's Corp,0.062408,157.653,245.86,2,11,1380999936,-26.29724272
279,Hess Corp,0.061814,280.762,136.74,6,11,2955000064,23.8292855
280,Canadian Imperial Bank of Commerce,0.061604,877.724,59.755,2,15,8135000064,-17.00161374
281,Contemporary Amperex Technology Co Ltd,0.061206,683.37,404.02,5,13,97368981504,-2.573124281
282,Dexcom Inc,0.061185,389.833,97.48,8,11,696200000,-18.98562726
283,Takeda Pharmaceutical Co Ltd,0.061151,1522.688,3710,8,12,9.72465E+11,1.616559607
284,Ecolab Inc,0.061124,253.474,149.77,1,11,3580600064,-18.40934382
285,National Grid PLC,0.061075,3648.291,921,11,14,,-20.19591804
286,Williams Cos Inc/The,0.061004,1213.985,31.21,6,11,2489999872,-9.416982989
287,ITOCHU Corp,0.060755,1453.652,3861,5,12,3.37802E+12,-1.083402672
288,NXP Semiconductors NV,0.060752,262.229,143.89,4,23,3312000000,-16.06924445
289,Johnson Controls International plc,0.060494,693.074,54.21,5,11,6614000128,-17.40536478
290,FedEx Corp,0.060289,239.69,156.22,5,11,23242000384,-25.17155189
291,Prudential Financial Inc,0.06003,374.221,99.63,2,11,13020999680,-16.02089747
292,Lonza Group AG,0.059671,74.136,500.2,8,16,,-21.2580887
293,Fortinet Inc,0.059655,681.828,54.34,4,11,1030099968,-16.34501507
294,Arthur J Gallagher & Co,0.059649,207.696,178.37,2,11,2043000064,-4.204091693
295,Capital One Financial Corp,0.05954,378.42,97.72,2,11,8810000384,-30.49592766
296,TE Connectivity Ltd,0.059369,319.692,115.34,4,11,4096999936,-8.041493641
297,Hong Kong Exchanges & Clearing Ltd,0.059291,1266.739,228.2,2,28,3937999872,-31.2609478
298,Compass Group PLC,0.059213,1769.012,1841.5,10,14,,4.696291725
299,Mitsubishi Corp,0.05921,1342.94,4073,5,12,5.44344E+12,-6.298366572
300,Paychex Inc,0.058746,321.296,113.56,4,11,1206200064,-17.88535391
301,Hon Hai Precision Industry Co Ltd,0.058678,11415.077,103,4,21,1.50981E+12,4.691784476
302,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,0.058538,140.045,262.9,2,20,16775999488,12.59519542
303,Aflac Inc,0.058345,586.838,61.75,2,11,5400000000,-5.656784476
304,Industrial & Commercial Bank of China Ltd,0.058012,78130.344,3.62,2,13,3.6109E+11,-17.23599226
305,Exelon Corp,0.05773,969.05,37,11,11,4239000064,-25.08908092
306,Nucor Corp,0.05725,264.268,134.55,1,11,10500755456,-22.06577292
307,Nordea Bank Abp,0.05716,3730.544,9.637,2,36,3604000000,-4.340817405
308,ING Groep NV,0.057069,3645.894,9.845,2,23,7584999936,7.367984352
309,Macquarie Group Ltd,0.056881,346.823,161.46,2,19,,-20.7102865
310,Realty Income Corp,0.056725,600.798,58.64,9,11,810419008,-20.98740128
311,Parker-Hannifin Corp,0.056719,127.593,276.09,5,11,4187832064,-5.192334811
312,Adyen NV,0.056301,26.141,1354.6,4,23,380975008,-23.90046296
313,Electronic Arts Inc,0.056277,277.757,125.84,3,11,1767000064,1.298278669
314,Honda Motor Co Ltd,0.056232,1594.453,3258,10,12,3.82955E+12,-1.809618748
315,Equinor ASA,0.056213,1020.635,359.8,6,40,36387000320,11.23502066
316,Hilton Worldwide Holdings Inc,0.056184,269.294,129.58,10,11,2240000000,-16.20988951
317,Cintas Corp,0.055765,85.456,405.29,5,11,2166454016,-4.029123071
318,Lululemon Athletica Inc,0.055695,117.214,295.11,10,15,1868327936,-20.84029029
319,Hoya Corp,0.055501,355.806,14410,8,12,1.81023E+11,11.27413127
320,Anglo American PLC,0.055377,1134.044,2686.5,1,14,,-23.0308029
321,Alimentation Couche-Tard Inc,0.055268,788.05,59.71,7,15,18657699840,1.917681384
322,Kinder Morgan Inc,0.055253,1969.962,17.42,6,11,5176999936,-8.730425983
323,Trane Technologies PLC,0.055116,232.664,147.13,5,26,4190400000,-4.339789985
324,Illumina Inc,0.055051,156.59,218.35,8,11,1162000000,-34.47988656
325,Anheuser-Busch InBev SA/NV,0.054815,731.122,47.155,7,41,14792999936,-18.3249224
326,Pernod Ricard SA,0.054676,195.945,175.5,7,17,2295000064,-11.00398094
327,Charter Communications Inc,0.054649,100.734,336.94,3,11,13598000128,-36.34279806
328,Sumitomo Mitsui Financial Group Inc,0.054434,1206.773,4167,2,12,1.13753E+12,7.840667797
329,Dow Inc,0.054372,716.83,47.11,1,11,14115000320,-30.95942253
330,Sika AG,0.05435,153.319,220.3,1,16,2748199936,-33.10082306
331,Monster Beverage Corp,0.054278,378.521,89.06,7,11,1655260032,0.817218125
